FILENAME,websites,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
816844.txt,https://www.wasteinfo.com,24,www.wasteinfo.com,17,0,com,100,1,0.5229071,0.06416494,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,930,2440,1,wasteinfo,100,100,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,12,4,15,64,8,72,1
mw79241.txt,http://www.6.je,14,www.6.je,8,0,je,60,1,0.0000238,0.003196075,2,1,0,0,0,1,0.071,1,0.071,0,0,0,1,0.071,0,11,68,1,6,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
889352.txt,https://www.offtrackbetting.com,30,www.offtrackbetting.com,23,0,com,100,1,0.5229071,0.056831873,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1389,449,1,offtrackbetting,100,100,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,28,6,15,168,2,48,1
427111.txt,https://www.bookpubco.com,24,www.bookpubco.com,17,0,com,100,1,0.5229071,0.061235958,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,603,4185,1,bookpub,77.77777778,77.77777778,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,20,25,17,55,1,77,1
389887.txt,https://www.city.towada.lg.jp,28,www.city.towada.lg.jp,21,0,jp,100,0.5,0.0230451,0.049464884,2,3,0,0,0,13,0.464,0,0,0,0,0,3,0.107,1,1374,523,1,citytowadalg,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,25,4,10,91,2,24,1
447809.txt,https://www.steptools.com,24,www.steptools.com,17,0,com,100,1,0.5229071,0.068973152,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,408,192,1,steptools,100,100,1,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,9,4,7,26,0,2,1
mw31099.txt,http://www.biocons.pk,20,www.biocons.pk,14,0,pk,73.45454545,1,0.0003682,0.062727738,2,1,0,0,0,8,0.4,0,0,0,0,0,1,0.05,0,11,85,1,biocons,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744402.txt,https://www.wsd2017.com,22,www.wsd2017.com,15,0,com,100,1,0.5229071,0.030948041,3,1,0,0,0,5,0.227,4,0.182,0,0,0,1,0.045,1,1113,409,1,wsd2017,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,73,15,15,80,1,89,1
812966.txt,https://www.fraternityofshadows.com,34,www.fraternityofshadows.com,27,0,com,100,1,0.5229071,0.057471553,3,1,0,0,0,21,0.618,0,0,0,0,0,1,0.029,1,261,763,1,fraternityofshadows,100,100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,2,6,0,10,1
574415.txt,https://www.tullyandthechief.com.au,34,www.tullyandthechief.com.au,27,0,au,100,0.85,0.0100856,0.055329975,2,2,0,0,0,20,0.588,0,0,0,0,0,2,0.059,1,3551,9367,1,tullyndthechiefcom,0,0,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,26,55,30,104,237,19,1
5535.txt,https://www.insidehighered.com,29,www.insidehighered.com,22,0,com,100,1,0.5229071,0.059073333,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1500,36376,1,insidehighered,100,100,1,0,1,1,0,1,0,2,0,1,1,1,1,0,1,1,1,32,9,17,165,5,58,1
220082.txt,https://www.blueinktech.com,26,www.blueinktech.com,19,0,com,100,1,0.5229071,0.056952371,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,384,1157,1,blueinktech,100,100,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,12,3,14,3,2,7,1
7957347.txt,https://lizc2f3.myportfolio.com/,31,lizc2f3.myportfolio.com,23,0,com,77.15816005,0.684210526,0.5229071,0.051633284,3,1,0,0,0,19,0.613,2,0.065,0,0,0,2,0.065,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660768.txt,https://www.shopyesness.com,26,www.shopyesness.com,19,0,com,100,1,0.5229071,0.061467969,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,423,945,1,shopyesness,100,100,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,19,12,25,55,0,59,1
80837.txt,https://www.styleweekly.com,26,www.styleweekly.com,19,0,com,100,1,0.5229071,0.05340479,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2610,363,1,styleweekly,100,100,1,0,1,0,0,1,0,8,0,1,1,1,0,0,1,0,1,30,14,25,139,6,129,1
773409.txt,https://www.jyni.org,19,www.jyni.org,12,0,org,100,1,0.0799628,0.050764193,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,323,1206,1,jyni,100,100,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,11,5,67,1
7851420.txt,https://christensengroupinsurance.myportfolio.com/,49,christensengroupinsurance.myportfolio.com,41,0,com,42.06962976,0.702702703,0.5229071,0.061190154,3,1,0,0,0,39,0.796,0,0,0,0,0,2,0.041,1,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853760.txt,https://www.desware.net,22,www.desware.net,15,0,net,100,1,0.0384199,0.062941132,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,928,570,1,desware,100,100,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,21,5,7,56,12,62,1
mw182664.txt,http://www.servicess.online,26,www.servicess.online,20,0,online,71.81853133,1,0.0008457,0.062767423,6,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,9,103,1,servicess,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
mw20865.txt,http://www.vieclamthemde.com,27,www.vieclamthemde.com,21,0,com,64.32141484,1,0.5229071,0.063182561,3,1,0,0,0,15,0.556,0,0,0,0,0,1,0.037,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534351.txt,https://www.colorado-carpet-masters.com,38,www.colorado-carpet-masters.com,31,0,com,100,0.391304348,0.5229071,0.070392039,3,1,0,0,0,23,0.605,0,0,0,0,0,3,0.079,1,719,9381,1,lorado-carpet-masters,91.30434783,91.30434783,1,1,1,0,0,1,5,1,0,1,0,0,0,0,0,0,1,18,12,20,78,1,78,1
487169.txt,https://www.lojaduracril.com.br,30,www.lojaduracril.com.br,23,0,br,100,0.8125,0.0094423,0.058681633,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,28292,3267,1,lojaduracrilcom,0,0,1,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0,1,206,12,23,810,0,839,1
242724.txt,https://www.spadash.com,22,www.spadash.com,15,0,com,100,1,0.5229071,0.058713897,3,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,977,532,1,spadash,100,100,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,18,12,19,90,1,22,1
239556.txt,https://www.crabplace.com,24,www.crabplace.com,17,0,com,100,1,0.5229071,0.066016589,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,980,1843,1,crabplace,100,100,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,130,2,12,98,0,47,1
253914.txt,https://www.ouijobapp.com,24,www.ouijobapp.com,17,0,com,100,1,0.5229071,0.057731119,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,227,309,1,ouijobapp,100,100,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,14,6,9,17,0,26,1
6416.txt,https://www.daserste.de,22,www.daserste.de,15,0,de,100,1,0.0326503,0.061032584,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,4934,1676,1,aserste,87.5,87.5,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,227,16,130,789,162,133,1
696084.txt,https://www.gothenburgaward.com,30,www.gothenburgaward.com,23,0,com,100,1,0.5229071,0.05547314,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,586,2562,1,gothenburgaward,100,100,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,10,5,9,31,0,36,1
872467.txt,https://www.shrewsburyorthodox.com,33,www.shrewsburyorthodox.com,26,0,com,100,1,0.5229071,0.05425554,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,1195,4625,1,shrewsburyorthodox,100,100,0,1,1,0,0,1,0,4,0,1,1,1,0,0,1,0,1,19,14,26,48,0,55,1
7829550.txt,https://storageapi-stg.fleek.co/9df92ad8-d8a2-407a-a4fe-ba683f1fa303-bucket/nicehw.html,86,storageapi-stg.fleek.co,23,0,co,16.98249819,0.55,0.0059772,0.040728303,2,1,0,0,0,50,0.581,17,0.198,0,0,0,11,0.128,1,2,95,0,0,0,1.351351351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8078657.txt,https://www.apteka-sadivnyka.ua/alegrospolish/7,47,www.apteka-sadivnyka.ua,23,0,ua,55.66439909,0.625,0.0023239,0.053161804,2,1,0,0,0,30,0.638,1,0.021,0,0,0,4,0.085,1,11,102,1,apteka-sadivnykaalegrospolish7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
oph03442.txt,http://loving-tharp.45-14-165-241.plesk.page/mzixmtc0odm4ndg0njmsk/,66,loving-tharp.45-14-165-241.plesk.page,37,0,page,17.38389352,0.3125,0.0001446,0.036359418,4,2,0,0,0,38,0.576,13,0.197,0,0,0,8,0.121,0,3,148,1,loving-tharp45-14-165-241pleskmzixmtc0odm4ndg0njmsk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
mw145538.txt,http://www.bruidsfotografie-breda.nl,35,www.bruidsfotografie-breda.nl,29,0,nl,50.83333333,0.772727273,0.0082003,0.055614656,2,1,0,0,0,22,0.629,0,0,0,0,0,2,0.057,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw208640.txt,http://www.khoinghiep7ngay.com,29,www.khoinghiep7ngay.com,23,0,com,55.12465374,0.733333333,0.5229071,0.049983697,3,1,0,0,0,16,0.552,1,0.034,0,0,0,1,0.034,0,9,50,1,khoinghiep7ngay,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22421.txt,https://www.jkrowling.com,24,www.jkrowling.com,17,0,com,100,1,0.5229071,0.051292086,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,734,9381,1,jkrowling,100,100,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,33,9,17,47,0,50,1
mw99065.txt,http://www.originproducts.xyz,29,www.originproducts.xyz,22,0,xyz,72.96946069,1,0.0017496,0.049057528,3,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
133732.txt,https://www.sakigake.jp,22,www.sakigake.jp,15,0,jp,100,1,0.0230451,0.048595785,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,2405,226,1,sakigake,100,100,1,1,1,0,0,1,0,2,0,1,0,1,0,0,0,0,1,84,2,24,191,0,34,1
m2w00403.txt,http://www.binaryresistor.com,28,www.binaryresistor.com,22,0,com,67.44639376,1,0.5229071,0.063859284,3,1,0,0,0,16,0.571,0,0,0,0,0,1,0.036,0,9,50,1,binaryresistor,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw12405.txt,http://www.educatorpage.com,26,www.educatorpage.com,20,0,com,89.15801615,1,0.5229071,0.066066253,3,1,0,0,0,14,0.538,0,0,0,0,0,1,0.038,0,9,42,1,educatorpage,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw3979.txt,http://www.pdjwebrfgdyzljmwtxcoyomapxtzchvn.com,46,www.pdjwebrfgdyzljmwtxcoyomapxtzchvn.com,40,0,com,25.85034014,1,0.5229071,0.040618175,3,1,0,0,0,34,0.739,0,0,0,0,0,1,0.022,0,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080015.txt,http://www.amazcazm-co-jp.amazococn.zhiweof.xyz/,48,www.amazcazm-co-jp.amazococn.zhiweof.xyz,40,0,xyz,28.37837838,0.3125,0.0017496,0.052448907,3,3,0,0,0,31,0.646,0,0,0,0,0,6,0.125,0,2,537,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
mw143366.txt,http://www.talkischeap.co.za,27,www.talkischeap.co.za,21,0,za,77.20588235,0.857142857,0.0018398,0.056223541,2,2,0,0,0,14,0.519,0,0,0,0,0,2,0.074,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396961.txt,https://www.reviewofreligions.org,32,www.reviewofreligions.org,25,0,org,100,1,0.0799628,0.061725952,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,6417,26895,1,reviewofreligions,100,100,0,1,1,0,0,0,0,7,1,1,1,1,0,1,0,1,1,83,21,25,261,8,270,1
867480.txt,https://www.umke.org,19,www.umke.org,12,0,org,100,1,0.0799628,0.060599005,3,1,0,0,0,6,0.316,0,0,0,0,0,1,0.053,1,3750,1901,1,umke,100,100,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,162,3,14,292,9,60,1
7506690.txt,https://sky-authenticate.firebaseapp.com/,40,sky-authenticate.firebaseapp.com,32,0,com,58.50497159,0.464285714,0.5229071,0.058253764,3,1,0,0,0,29,0.725,0,0,0,0,0,3,0.075,1,11,1663,1,sky-authenticatefirebaseapp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
96807.txt,https://www.glarysoft.com,24,www.glarysoft.com,17,0,com,100,1,0.5229071,0.057394524,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,391,354,1,glarysoft,100,100,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,14,4,9,53,0,14,1
143698.txt,https://www.balistyka.ua,23,www.balistyka.ua,16,0,ua,100,1,0.0023239,0.04640777,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,3477,2139,1,balistyka,100,100,0,0,1,1,1,1,0,4,0,1,0,1,0,0,0,0,1,253,10,17,7,13,300,1
8086772.txt,https://dev-itaupy24horas-info.pantheonsite.io/ita/index.html,61,dev-itaupy24horas-info.pantheonsite.io,38,0,io,37.98109252,0.428571429,0.0129268,0.054708348,2,1,0,0,0,44,0.721,2,0.033,0,0,0,7,0.115,1,141,161,1,dev-itaupy24horas-infopantheonsiteitaindexhtml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
501525.txt,https://www.decalage.info,24,www.decalage.info,17,0,info,100,1,0.0075051,0.059257088,4,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,402,555,1,decalage,100,100,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,3,1,97,0,23,1
513170.txt,https://www.charityandlife.com,29,www.charityandlife.com,22,0,com,100,1,0.5229071,0.057942623,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,5082,8047,1,charityandlife,100,100,0,1,1,0,0,0,0,7,0,0,1,1,0,0,1,0,1,39,9,16,202,1,204,1
740952.txt,https://www.jvmpf.org,20,www.jvmpf.org,13,0,org,100,1,0.0799628,0.040360967,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,591,14496,1,jvmpf,100,100,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,26,7,5,37,1,46,1
405079.txt,https://www.foodtravelexperts.com,32,www.foodtravelexperts.com,25,0,com,100,1,0.5229071,0.060389338,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1160,3819,1,foodtravelexperts,100,100,0,1,1,0,0,1,0,4,0,1,1,0,0,0,1,0,1,19,8,13,86,0,7,1
556553.txt,https://www.paradisevalleyaz.gov,31,www.paradisevalleyaz.gov,24,0,gov,100,1,0.0033282,0.054836801,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,2889,2252,1,paradisevalleyaz,100,100,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,4,10,21,69,0,21,1
mw143573.txt,http://www.malaysianscoop.com,29,www.malaysianscoop.com,22,0,com,73.16439246,1,0.5229071,0.066723051,3,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,9,49,1,malaysianscoop,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437649.txt,https://www.flughafen-saarbruecken.de,36,www.flughafen-saarbruecken.de,29,0,de,100,0.590909091,0.0326503,0.051732166,2,1,0,0,0,22,0.611,0,0,0,0,0,2,0.056,1,1100,4865,1,flughafen-saarbruecken,100,100,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,15,12,31,11,0,8,1
417949.txt,https://www.inth.ugent.be,24,www.inth.ugent.be,17,0,be,100,0.6,0.0033189,0.048482955,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,405,1152,1,inthugent,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,8,51,19,74,0,2,1
mw8839.txt,http://www.tedhemtefortti.xyz,28,www.tedhemtefortti.xyz,22,0,xyz,48.51980008,1,0.0017496,0.054019854,3,1,0,0,0,16,0.571,0,0,0,0,0,1,0.036,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569333.txt,https://www.lasvegasrealestate.com,33,www.lasvegasrealestate.com,26,0,com,100,1,0.5229071,0.066172524,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,3308,60902,1,lasvegasrealestate,100,100,0,1,1,0,0,1,0,17,0,1,1,1,1,1,1,0,1,79,5,20,319,26,338,1
838336.txt,https://www.classifiedsubmissions.com,36,www.classifiedsubmissions.com,29,0,com,100,1,0.5229071,0.059566134,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,1039,22967,1,classifiedsubmissions,100,100,0,1,1,0,0,0,0,2,0,1,1,1,1,0,1,0,1,10,10,52,61,0,65,1
8036940.txt,https://attlogin23.weeblysite.com/,33,attlogin23.weeblysite.com,25,0,com,66.69538462,0.619047619,0.5229071,0.054734022,3,1,0,0,0,21,0.636,2,0.061,0,0,0,2,0.061,1,68,80,1,attlogin23weeblysite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mw79785.txt,http://www.xxl.st,17,www.xxl.st,10,0,st,87.3015873,1,0.0001786,0.03217909,2,1,0,0,0,5,0.294,0,0,0,0,0,1,0.059,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497223.txt,https://www.hanfordchallenge.org,31,www.hanfordchallenge.org,24,0,org,100,1,0.0799628,0.059202504,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,2340,15521,1,hanfdchallenge,0,0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,48,2,13,68,0,40,1
8053535.txt,http://kqnofgdnoq.cursos-joyce.club/vnafvra97w/?q=3717065149&id=100,67,kqnofgdnoq.cursos-joyce.club,28,0,club,13.58834244,0.47826087,0.0006227,0.03314974,4,1,0,0,0,36,0.537,15,0.224,2,1,0,6,0.134,0,2,75,0,0,0,1.886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7503.txt,https://www.123formbuilder.com,29,www.123formbuilder.com,22,0,com,100,1,0.5229071,0.047768393,3,1,0,0,0,13,0.448,3,0.103,0,0,0,1,0.034,1,10768,50298,1,123formbuilder,100,100,1,1,0,0,0,1,0,9,0,1,1,1,0,1,1,0,1,108,3,6,7,4,11,1
175805.txt,https://www.kryptonsite.com,26,www.kryptonsite.com,19,0,com,100,1,0.5229071,0.059255882,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,2340,4906,1,kryptonsite,100,100,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,82,30,41,140,1,210,1
8035693.txt,https://file-share-from-lindsey-folder-view.firebaseapp.com/,59,file-share-from-lindsey-folder-view.firebaseapp.com,51,0,com,25.55230237,0.255319149,0.5229071,0.05637702,3,1,0,0,0,44,0.746,0,0,0,0,0,7,0.119,1,44,117,1,file-share-from-lindsey-folder-viewfirebaseapp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126253.txt,https://www.medsci.org,21,www.medsci.org,14,0,org,100,1,0.0799628,0.067201977,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,180,653,1,medsci,100,100,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,11,5,1,36,0,26,1
62804.txt,https://www.adventech.io,23,www.adventech.io,16,0,io,100,1,0.0129268,0.057424127,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,143,242,1,adventech,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,1,14,0,5,1
621233.txt,https://www.fotograf-im-allgaeu.de,33,www.fotograf-im-allgaeu.de,26,0,de,100,0.473684211,0.0326503,0.05637788,2,1,0,0,0,18,0.545,0,0,0,0,0,3,0.091,1,590,3166,1,fotograf-im-allgaeu,100,100,1,1,1,0,0,1,0,2,0,1,0,1,0,1,0,0,1,26,5,11,40,1,56,1
901918.txt,https://www.kilmarnock.com,25,www.kilmarnock.com,18,0,com,100,1,0.5229071,0.06262031,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,140,545,1,kilmarnock,100,100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,4,1
oph01842.txt,https://dutsh-helppackage.ecranul.ro/public/zjhfzgfjqvxv4bjnhnlcwof1umes8ymv,76,dutsh-helppackage.ecranul.ro,28,0,ro,15.01303846,0.48,0.001523,0.03974119,2,1,0,0,0,60,0.789,3,0.039,0,0,0,5,0.066,1,13,125,1,dutsh-helppackageecranulpubliczjhfzgfjqvxv4bjnhnlcwof1umes8ymv,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
415798.txt,https://www.katedra.lt,21,www.katedra.lt,14,0,lt,100,1,0.0005524,0.057342957,2,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,157,780,1,katedra,100,100,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,1,1,23,0,11,1
748088.txt,https://www.toriamos.com,23,www.toriamos.com,16,0,com,100,1,0.5229071,0.075927009,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,501,2356,1,toriamos,100,100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,30,52,6,0,72,1
mw76325.txt,http://www.universalbumpkeys.com,31,www.universalbumpkeys.com,25,0,com,76.80890538,1,0.5229071,0.051924151,3,1,0,0,0,19,0.613,0,0,0,0,0,1,0.032,0,20,524,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820773.txt,https://www.phillipsandifer.com,30,www.phillipsandifer.com,23,0,com,100,1,0.5229071,0.053870724,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,786,1665,1,phillipsandifer,100,100,0,0,1,0,0,1,0,4,0,1,0,0,0,0,0,0,0,12,4,3,9,0,5,1
118766.txt,https://www.8notes.com,21,www.8notes.com,14,0,com,100,1,0.5229071,0.067017695,3,1,0,0,0,7,0.333,1,0.048,0,0,0,1,0.048,1,414,678,1,8notes,100,100,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,50,1,5,68,0,3,1
879409.txt,https://www.obaasema.com,23,www.obaasema.com,16,0,com,100,1,0.5229071,0.075183437,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1010,8088,1,obaasema,100,100,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,50,5,10,6,9,172,1
mw170014.txt,http://www.gamjamfest.com,24,www.gamjamfest.com,18,0,com,71.02040816,1,0.5229071,0.059215955,3,1,0,0,0,12,0.5,0,0,0,0,0,1,0.042,0,9,50,1,gamjamfest,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403713.txt,https://www.lifesjourneyblog.com,31,www.lifesjourneyblog.com,24,0,com,100,1,0.5229071,0.055572519,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1248,23525,1,lifesjourneyblog,100,100,0,0,1,0,0,1,0,3,0,1,0,1,0,1,0,0,1,10,24,22,80,7,19,1
mw55256.txt,http://www.malcolmg.ga,21,www.malcolmg.ga,15,0,ga,83.47107438,1,0.0002256,0.058047228,2,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,20,209,1,malcolm,87.5,87.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80092.txt,https://www.quaker.nl,20,www.quaker.nl,13,0,nl,100,1,0.0082003,0.048583745,2,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,652,624,1,quaker,100,100,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,25,3,2,36,0,11,1
oph08698.txt,https://upaholdlogonus.gitbook.io/,34,upaholdlogonus.gitbook.io,25,0,io,50.74461538,0.681818182,0.0129268,0.057144863,2,1,0,0,0,23,0.676,0,0,0,0,0,3,0.088,1,2,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599309.txt,https://www.thewayofwitch.com,28,www.thewayofwitch.com,21,0,com,100,1,0.5229071,0.052841764,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1620,8047,1,thewayofwitch,100,100,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,17,20,28,154,1,172,1
79218.txt,https://www.ride.ri.gov,22,www.ride.ri.gov,15,0,gov,100,0.714285714,0.0033282,0.062635352,3,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,901,5170,1,rideri,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,7,2,10,335,0,323,1
